inchi,names,iupac_name,smiles,cid,record_ids,logBB,logBB_group,BBB+/BBB-,BBB+/BBB-_group,split
"InChI=1S/C21H23BrFNO2/c22-18-7-5-17(6-8-18)21(26)11-14-24(15-12-21)13-1-2-20(25)16-3-9-19(23)10-4-16/h3-10,26H,1-2,11-15H2",10457-90-6|Bromperidol,4-[4-(4-bromophenyl)-4-hydroxypiperidin-1-yl]-1-(4-fluorophenyl)butan-1-one,O=C(CCCN1CCC(O)(c2ccc(Br)cc2)CC1)c1ccc(F)cc1,2448.0,R4:150|R6:1124|R12:48|R14:313|R21:42|R23:28|R25:169|R26:85|R28:70|R39:104|R40:61|R44:78|R47:310,1.38,B,BBB+,A,test
"InChI=1S/C21H23Cl2N3O/c1-3-11-25(12-4-2)20(27)13-18-21(15-5-7-16(22)8-6-15)24-19-10-9-17(23)14-26(18)19/h5-10,14H,3-4,11-13H2,1-2H3",Alpidem,"2-[6-chloro-2-(4-chlorophenyl)imidazo[1,2-a]pyridin-3-yl]-N,N-dipropylacetamide",CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2ccc(Cl)cn12,54897.0,R6:1414|R14:302|R23:5,,,BBB+,C,training
"InChI=1S/C21H23Cl2N7O2S/c1-13-25-17(11-18(26-13)30-7-5-29(6-8-30)9-10-31)27-21-24-12-16(33-21)20(32)28-19-14(22)3-2-4-15(19)23/h2-4,11-12,31H,5-10H2,1H3,(H,28,32)(H,24,25,26,27)","Sprycel, Dasatinib|N-(2,6-Dichlorophenyl)-2-[[6-[4-(2-Hydroxyethyl)Piperazin-1-Yl]-2-Methylpyrimidin-4-Yl]Amino]-1,3-Thiazole-5-Carboxamide","N-(2,6-dichlorophenyl)-2-[[6-[4-(2-hydroxyethyl)piperazin-1-yl]-2-methylpyrimidin-4-yl]amino]-1,3-thiazole-5-carboxamide",Cc1nc(Nc2ncc(C(=O)Nc3c(Cl)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,16655839.0,R26:387,-1.3,A,BBB-,A,training
"InChI=1S/C21H23Cl2NO6/c1-5-7-15(25)29-10-30-21(27)17-12(3)24-11(2)16(20(26)28-4)18(17)13-8-6-9-14(22)19(13)23/h6,8-9,18,24H,5,7,10H2,1-4H3",Clevidipine,"5-O-(butanoyloxymethyl) 3-O-methyl 4-(2,3-dichlorophenyl)-2,6-dimethyl-1,4-dihydropyridine-3,5-dicarboxylate",CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,153994.0,R23:467,,,BBB-,C,training
"InChI=1S/C21H23ClFN3O/c1-3-25(4-2)11-12-26-19-10-9-15(22)13-17(19)21(24-14-20(26)27)16-7-5-6-8-18(16)23/h5-10,13H,3-4,11-12,14H2,1-2H3",Flurazepam,"7-chloro-1-[2-(diethylamino)ethyl]-5-(2-fluorophenyl)-3H-1,4-benzodiazepin-2-one",CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,3393.0,R6:708|R7:71|R14:99|R23:97|R26:194|R29:67|R51:219,,,BBB+,B,training
"InChI=1S/C21H23ClFNO2/c22-18-7-5-17(6-8-18)21(26)11-14-24(15-12-21)13-1-2-20(25)16-3-9-19(23)10-4-16/h3-10,26H,1-2,11-15H2",52-86-8|Haloperidol,4-[4-(4-chlorophenyl)-4-hydroxypiperidin-1-yl]-1-(4-fluorophenyl)butan-1-one,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,3559.0,R4:155|R5:50|R6:1166|R7:81|R12:83|R14:107|R21:82|R25:245|R26:206|R28:87|R29:74|R34:37|R37:41|R39:49|R40:121|R42:19|R44:32|R47:271|R50:44|R51:222,1.33,B,BBB+,A,test
"InChI=1S/C21H23ClN4O2/c22-16-5-3-6-17(15-16)25-13-11-24(12-14-25)9-4-10-26-20(27)18-7-1-2-8-19(18)23-21(26)28/h1-3,5-8,15H,4,9-14H2,(H,23,28)",Cloperidone,"3-[3-[4-(3-chlorophenyl)piperazin-1-yl]propyl]-1H-quinazoline-2,4-dione",O=c1[nH]c2ccccc2c(=O)n1CCCN1CCN(c2cccc(Cl)c2)CC1,10675.0,R6:1437,,,BBB+,C,training
"InChI=1S/C21H23F3N6O/c1-31-18-10-9-16(30-20(21(22,23)24)27-28-29-30)12-15(18)13-26-17-8-5-11-25-19(17)14-6-3-2-4-7-14/h2-4,6-7,9-10,12,17,19,25-26H,5,8,11,13H2,1H3","Gr 205171, Vofopitant|N-((2-Methoxy-5-(5-(Trifluoromethyl)-1H-Tetrazol-1-Yl)Phenyl)Methyl)-2-Phenyl-3-Piperidinamine",N-[[2-methoxy-5-[5-(trifluoromethyl)tetrazol-1-yl]phenyl]methyl]-2-phenylpiperidin-3-amine,COc1ccc(-n2nnnc2C(F)(F)F)cc1CNC1CCCNC1c1ccccc1,122033.0,R26:204,0.24,A,BBB+,A,training
"InChI=1S/C21H23FN2O3S/c22-17-3-1-15(2-4-17)13-16-7-9-24(10-8-16)11-12-28(26)18-5-6-19-20(14-18)27-21(25)23-19/h1-6,14,16H,7-13H2,(H,23,25)",Besonprodil 9|Besonprodil,"6-[2-[4-[(4-fluorophenyl)methyl]piperidin-1-yl]ethylsulfinyl]-3H-1,3-benzoxazol-2-one",O=c1[nH]c2ccc(S(=O)CCN3CCC(Cc4ccc(F)cc4)CC3)cc2o1,156328.0,R47:423,-0.52,A,BBB+,A,training
"InChI=1S/C21H23N/c1-2-8-17-15(6-1)11-12-16-7-5-9-18-20-10-3-4-13-22(20)14-19(17)21(16)18/h1-2,5-9,19-20H,3-4,10-14H2",Taclamine,"3-azapentacyclo[11.8.1.03,8.09,22.016,21]docosa-9,11,13(22),16,18,20-hexaene",c1ccc2c(c1)CCc1cccc3c1C2CN1CCCCC31,36667.0,R6:1514,,,BBB+,C,training
"InChI=1S/C21H23N3O7/c1-24(2)14-9-6-8-5-7-3-4-10(22)15(25)11(7)16(26)12(8)18(28)21(9,31)19(29)13(17(14)27)20(23)30/h3-4,8-9,14,25-26,29,31H,5-6,22H2,1-2H3,(H2,23,30)/t8-,9-,14-,21-/m0/s1",Amicycline,"(4S,4aS,5aR,12aR)-9-amino-4-(dimethylamino)-1,10,11,12a-tetrahydroxy-3,12-dioxo-4a,5,5a,6-tetrahydro-4H-tetracene-2-carboxamide",CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(ccc(N)c4O)C[C@H]3C[C@@H]12,54688693.0,R6:300,,,BBB-,C,training
"InChI=1S/C21H23N3O7S/c1-10-12(31-20(28)30-10)9-29-19(27)15-21(2,3)32-18-14(17(26)24(15)18)23-16(25)13(22)11-7-5-4-6-8-11/h4-8,13-15,18H,9,22H2,1-3H3,(H,23,25)/t13-,14-,15+,18-/m1/s1",Lenampicillin|Lenampicillin Hydrochloride,"(5-methyl-2-oxo-1,3-dioxol-4-yl)methyl (2S,5R,6R)-6-[[(2R)-2-amino-2-phenylacetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate",Cc1oc(=O)oc1COC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1(C)C,65646.0,R6:239|R23:1069,,,BBB-,C,training
"InChI=1S/C21H23N3OS/c22-15-16-6-7-21-19(14-16)24(18-4-1-2-5-20(18)26-21)11-3-10-23-12-8-17(25)9-13-23/h1-2,4-7,14,17,25H,3,8-13H2",Periciazine|Pericyazine,10-[3-(4-hydroxypiperidin-1-yl)propyl]phenothiazine-2-carbonitrile,N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2,4747.0,R6:1196|R14:188|R23:189,,,BBB+,C,training
"InChI=1S/C21H23NO/c1-22(2)20(18-10-4-3-5-11-18)15-16-23-21-14-8-12-17-9-6-7-13-19(17)21/h3-14,20H,15-16H2,1-2H3/t20-/m0/s1",Dapoxetine,"(1S)-N,N-dimethyl-3-naphthalen-1-yloxy-1-phenylpropan-1-amine",CN(C)[C@@H](CCOc1cccc2ccccc12)c1ccccc1,71353.0,R6:570,,,BBB+,C,training
"InChI=1S/C21H23NO4S/c1-16(23)27-15-19(12-17-8-4-2-5-9-17)21(25)22-13-20(24)26-14-18-10-6-3-7-11-18/h2-11,19H,12-15H2,1H3,(H,22,25)/t19-/m1/s1",Ecadotril,benzyl 2-[[(2S)-2-(acetylsulfanylmethyl)-3-phenylpropanoyl]amino]acetate,CC(=O)SC[C@@H](Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1,60561.0,R6:1033,,,BBB+,C,test
"InChI=1S/C21H23NO5/c1-11(23)25-16-6-4-13-10-15-14-5-7-17(26-12(2)24)20-21(14,8-9-22(15)3)18(13)19(16)27-20/h4-7,14-15,17,20H,8-10H2,1-3H3/t14-,15+,17-,20-,21-/m0/s1",Diacetylmorphine|Diamorphine|Heroin,"[(4R,4aR,7S,7aR,12bS)-9-acetyloxy-3-methyl-2,4,4a,7,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinolin-7-yl] acetate",CC(=O)Oc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,5462328.0,R6:1029|R14:70|R23:65|R51:225,,,BBB+,C,training
"InChI=1S/C21H24BrN5O/c1-14-9-18(22)13-25-19(14)5-3-4-8-23-21-26-12-17(20(28)27-21)10-16-7-6-15(2)24-11-16/h6-7,9,11-13H,3-5,8,10H2,1-2H3,(H2,23,26,27,28)",86181-42-2|Temelastine,2-[4-(5-bromo-3-methylpyridin-2-yl)butylamino]-5-[(6-methylpyridin-3-yl)methyl]-1H-pyrimidin-6-one,Cc1ccc(Cc2cnc(NCCCCc3ncc(Br)cc3C)[nH]c2=O)cn1,55482.0,R4:116|R5:95|R7:216|R12:158|R21:254|R25:152|R26:405|R28:47|R39:89|R40:265|R46:149|R47:289|R48:39|R49:37|R49:164,-1.88,B,BBB-,A,training
"InChI=1S/C21H24Cl2N2O/c1-24(21(26)14-16-9-10-18(22)19(23)13-16)20(15-25-11-5-6-12-25)17-7-3-2-4-8-17/h2-4,7-10,13,20H,5-6,11-12,14-15H2,1H3/t20-/m1/s1","Ici199441|2-(3,4-Dichlorophenyl)-N-Methyl-N-[(1S)-1-Phenyl-2-Pyrrolidin-1-Ylethyl]Acetamide","2-(3,4-dichlorophenyl)-N-methyl-N-[(1S)-1-phenyl-2-pyrrolidin-1-ylethyl]acetamide",CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@H](CN1CCCC1)c1ccccc1,3082718.0,R28:376,,,BBB+,B,training
"InChI=1S/C21H24ClFN2O/c22-18-6-10-20(11-7-18)25-14-2-13-24(15-16-25)12-1-3-21(26)17-4-8-19(23)9-5-17/h4-11H,1-3,12-16H2","Sya013|4-[4-(4-Chlorophenyl)-1,4-Diazepan-1-Yl]-1-(4-Fluorophenyl)Butan-1-One","4-[4-(4-chlorophenyl)-1,4-diazepan-1-yl]-1-(4-fluorophenyl)butan-1-one",O=C(CCCN1CCCN(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,11653679.0,R47:515,1.48,A,BBB+,A,training
"InChI=1S/C21H24ClN3O3/c1-24(15-20(26)25-10-12-28-13-11-25)14-17-18(22)8-5-9-19(17)23-21(27)16-6-3-2-4-7-16/h2-9H,10-15H2,1H3,(H,23,27)",Fominoben,N-[3-chloro-2-[[methyl-(2-morpholin-4-yl-2-oxoethyl)amino]methyl]phenyl]benzamide,CN(CC(=O)N1CCOCC1)Cc1c(Cl)cccc1NC(=O)c1ccccc1,3407.0,R23:608,,,BBB-,C,training
"InChI=1S/C21H24F3N/c1-14-16-7-4-5-8-18(16)19(9-6-12-25(2)3)20-13-15(21(22,23)24)10-11-17(14)20/h4-5,7-8,10-11,13-14,19H,6,9,12H2,1-3H3",Fluotracen|Fluotracene,"N,N-dimethyl-3-[10-methyl-2-(trifluoromethyl)-9,10-dihydroanthracen-9-yl]propan-1-amine",CC1c2ccccc2C(CCCN(C)C)c2cc(C(F)(F)F)ccc21,42291.0,R6:1470,,,BBB+,C,test
"InChI=1S/C21H24F3N3S/c1-25-11-13-26(14-12-25)9-4-10-27-17-5-2-3-6-19(17)28-20-8-7-16(15-18(20)27)21(22,23)24/h2-3,5-8,15H,4,9-14H2,1H3",117-89-5|Trifluoroperazine|Trifluoperazine|Trifluroperazine,10-[3-(4-methylpiperazin-1-yl)propyl]-2-(trifluoromethyl)phenothiazine,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,5566.0,R4:149|R5:105|R6:1692|R7:169|R12:171|R14:259|R17:46|R21:138|R23:252|R25:31|R26:431|R28:121|R34:93|R40:279|R47:244|R49:99|R49:135|R50:45,1.43,B,BBB+,A,training
"InChI=1S/C21H24F3N3S/c1-25-12-14-26(15-13-25)10-5-11-27-17-7-2-3-8-18(17)28-19-9-4-6-16(20(19)27)21(22,23)24/h2-4,6-9H,5,10-15H2,1H3",Trifluroperazine,,CN1CCN(CCCN2c3ccccc3Sc3cccc(C(F)(F)F)c32)CC1,,R3:294|R41:262,1.44,B,BBB+,A,training
"InChI=1S/C21H24FN3O2S/c1-14-18(20(27)25-12-13-28-21(25)23-14)8-11-24-9-6-16(7-10-24)19(26)15-2-4-17(22)5-3-15/h2-5,16H,6-13H2,1H3",Setoperone,"6-[2-[4-(4-fluorobenzoyl)piperidin-1-yl]ethyl]-7-methyl-2,3-dihydro-[1,3]thiazolo[3,2-a]pyrimidin-5-one",Cc1nc2n(c(=O)c1CCN1CCC(C(=O)c3ccc(F)cc3)CC1)CCS2,68604.0,R6:1216,,,BBB+,C,training
"InChI=1S/C21H24FN3O4/c1-29-20-17-13(19(26)14(21(27)28)9-25(17)12-4-5-12)7-15(22)18(20)24-8-11-3-2-6-23-16(11)10-24/h7,9,11-12,16,23H,2-6,8,10H2,1H3,(H,27,28)/t11-,16+/m0/s1",Moxifloxacin Hydrochloride|Moxifloxacin,"7-[(4aS,7aS)-1,2,3,4,4a,5,7,7a-octahydropyrrolo[3,4-b]pyridin-6-yl]-1-cyclopropyl-6-fluoro-8-methoxy-4-oxoquinoline-3-carboxylic acid",COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,152946.0,R14:704|R23:760,,,BBB-,C,training
"InChI=1S/C21H24N2/c1-3-7-19-16(5-1)9-10-17-6-2-4-8-20(17)23(19)21-15-22-13-11-18(21)12-14-22/h1-8,18,21H,9-15H2",Quinupramine,"11-(1-azabicyclo[2.2.2]octan-3-yl)-5,6-dihydrobenzo[b][1]benzazepine",c1ccc2c(c1)CCc1ccccc1N2C1CN2CCC1CC2,93154.0,R6:603,,,BBB+,C,training
"InChI=1S/C21H24N2O3/c1-12-16-10-23-8-7-14-13-5-3-4-6-18(13)22-20(14)19(23)9-15(16)17(11-26-12)21(24)25-2/h3-6,11-12,15-16,19,22H,7-10H2,1-2H3",Rauwolfia Serpentina|Lamuran,"methyl 16-methyl-17-oxa-3,13-diazapentacyclo[11.8.0.02,10.04,9.015,20]henicosa-2(10),4,6,8,18-pentaene-19-carboxylate",COC(=O)C1=COC(C)C2CN3CCc4c([nH]c5ccccc45)C3CC12,251561.0,R23:310,,,BBB+,C,training
"InChI=1S/C21H24N2O4/c24-19(22-17-9-3-1-4-10-17)26-15-21(13-7-8-14-21)16-27-20(25)23-18-11-5-2-6-12-18/h1-6,9-12H,7-8,13-16H2,(H,22,24)(H,23,25)",Cyclarbamate,[1-(phenylcarbamoyloxymethyl)cyclopentyl]methyl N-phenylcarbamate,O=C(Nc1ccccc1)OCC1(COC(=O)Nc2ccccc2)CCCC1,72076.0,R6:1643,,,BBB+,C,training
"InChI=1S/C21H24N2O4S/c24-21-18-8-2-4-10-20(18)28(25,26)23(21)14-6-5-13-22-15-17-12-11-16-7-1-3-9-19(16)27-17/h1-4,7-10,17,22H,5-6,11-15H2/t17-/m1/s1",Repinotan,"2-[4-[[(2R)-3,4-dihydro-2H-chromen-2-yl]methylamino]butyl]-1,1-dioxo-1,2-benzothiazol-3-one",O=C1c2ccccc2S(=O)(=O)N1CCCCNC[C@H]1CCc2ccccc2O1,198757.0,R26:347,0.18,A,BBB+,A,training
"InChI=1S/C21H24N4O2S/c22-21-25-18(14-28-21)12-20(27)24-17-8-6-15(7-9-17)10-11-23-13-19(26)16-4-2-1-3-5-16/h1-9,14,19,23,26H,10-13H2,(H2,22,25)(H,24,27)/t19-/m0/s1",Mirabegron,"2-(2-amino-1,3-thiazol-4-yl)-N-[4-[2-[[(2R)-2-hydroxy-2-phenylethyl]amino]ethyl]phenyl]acetamide",Nc1nc(CC(=O)Nc2ccc(CCNC[C@H](O)c3ccccc3)cc2)cs1,9865528.0,R23:298,,,BBB+,C,training
"InChI=1S/C21H24N4O3/c1-26-16-3-4-18-17(11-16)21(24-23-18)22-15-6-8-25(9-7-15)12-14-2-5-19-20(10-14)28-13-27-19/h2-5,10-11,15H,6-9,12-13H2,1H3,(H2,22,23,24)","Mchr Antagonist 28|N-(1-(Benzo[D][1,3]Dioxol-5-Ylmethyl)Piperidin-4-Yl)-5-Methoxy-1H-Indazol-3-Amine","N-[1-(1,3-benzodioxol-5-ylmethyl)piperidin-4-yl]-5-methoxy-1H-indazol-3-amine",COc1ccc2[nH]nc(NC3CCN(Cc4ccc5c(c4)OCO5)CC3)c2c1,11531010.0,R25:467|R46:392,0.57,B,BBB+,A,training
"InChI=1S/C21H24N4O7S/c1-13(25(12-26)10-16-9-23-14(2)24-20(16)22)18(33-21(29)17-5-4-7-30-17)6-8-31-19(28)11-32-15(3)27/h4-5,7,9,12H,6,8,10-11H2,1-3H3,(H2,22,23,24)",Acefurtiamine,[4-[(4-amino-2-methylpyrimidin-5-yl)methyl-formylamino]-3-(furan-2-carbonylsulfanyl)pent-3-enyl] 2-acetyloxyacetate,CC(=O)OCC(=O)OCCC(SC(=O)c1ccco1)=C(C)N(C=O)Cc1cnc(C)nc1N,170369.0,R6:392,,,BBB+,C,test
"InChI=1S/C21H24O2/c1-3-20-11-9-17-16-8-6-15(22)13-14(16)5-7-18(17)19(20)10-12-21(20,23)4-2/h2,9,11,13,18-19,23H,3,5-8,10,12H2,1H3/t18-,19+,20+,21+/m1/s1",Gestrinone,"(8S,13S,14S,17R)-13-ethyl-17-ethynyl-17-hydroxy-1,2,6,7,8,14,15,16-octahydrocyclopenta[a]phenanthren-3-one",C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21CC,27812.0,R23:633,,,BBB-,C,training
"InChI=1S/C21H25BrF2O5/c1-18-8-16(27)21(24)11(10(18)3-4-20(18,29)17(28)9-25)5-14(23)12-6-15(26)13(22)7-19(12,21)2/h6-7,10-11,14,16,25,27,29H,3-5,8-9H2,1-2H3/t10-,11-,14+,16-,18-,19-,20-,21-/m0/s1",Halopredone,"(6R,8S,9R,10S,11S,13S,14S,17R)-2-bromo-6,9-difluoro-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-3-one",C[C@]12C=C(Br)C(=O)C=C1[C@H](F)C[C@H]1[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F,12788355.0,R6:866,,,BBB+,C,training
"InChI=1S/C21H25ClN2O3/c22-17-8-6-16(7-9-17)21(19-4-1-2-12-23-19)27-18-10-14-24(15-11-18)13-3-5-20(25)26/h1-2,4,6-9,12,18,21H,3,5,10-11,13-15H2,(H,25,26)/t21-/m0/s1",Bepotastine,4-[4-[(S)-(4-chlorophenyl)-pyridin-2-ylmethoxy]piperidin-1-yl]butanoic acid,O=C(O)CCCN1CCC(O[C@@H](c2ccc(Cl)cc2)c2ccccn2)CC1,164522.0,R14:388,,,BBB-,C,training
"InChI=1S/C21H25ClN2O3/c22-19-8-6-18(7-9-19)21(17-4-2-1-3-5-17)24-12-10-23(11-13-24)14-15-27-16-20(25)26/h1-9,21H,10-16H2,(H,25,26)",83881-51-0|Cetirizine,2-[2-[4-[(4-chlorophenyl)-phenylmethyl]piperazin-1-yl]ethoxy]acetic acid,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,2678.0,R4:113|R6:349|R7:30|R21:52|R25:184|R28:335|R29:31|R34:109|R40:74|R46:171|R47:338|R50:1,-2.15,D,BBB-,A,training
"InChI=1S/C21H25ClN2O3/c22-19-8-6-18(7-9-19)21(17-4-2-1-3-5-17)24-12-10-23(11-13-24)14-15-27-16-20(25)26/h1-9,21H,10-16H2,(H,25,26)/t21-/m1/s1",Levocetirizine,2-[2-[4-[(R)-(4-chlorophenyl)-phenylmethyl]piperazin-1-yl]ethoxy]acetic acid,O=C(O)COCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1,1549000.0,R14:653,,,BBB-,C,training
"InChI=1S/C21H25ClN2O4S/c1-24-18-9-6-5-8-16(18)21(23-13-7-3-2-4-10-20(25)26)17-12-11-15(22)14-19(17)29(24,27)28/h5-6,8-9,11-12,14,21,23H,2-4,7,10,13H2,1H3,(H,25,26)",Tianeptine,"7-[(3-chloro-6-methyl-5,5-dioxo-11H-benzo[c][2,1]benzothiazepin-11-yl)amino]heptanoic acid",CN1c2ccccc2C(NCCCCCCC(=O)O)c2ccc(Cl)cc2S1(=O)=O,68870.0,R6:1627|R14:250|R23:243|R37:98,,,BBB+,C,training
"InChI=1S/C21H25ClO5/c1-19-5-3-11(24)7-14(19)15(22)8-12-13-4-6-21(27,17(26)10-23)20(13,2)9-16(25)18(12)19/h3,5,7,12-13,15,18,23,27H,4,6,8-10H2,1-2H3/t12-,13-,15-,18+,19-,20-,21-/m0/s1",Chloroprednisone,"(6S,8S,9S,10R,13S,14S,17R)-6-chloro-17-hydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-6,7,8,9,12,14,15,16-octahydrocyclopenta[a]phenanthrene-3,11-dione",C[C@]12C=CC(=O)C=C1[C@@H](Cl)C[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,3034026.0,R6:781,,,BBB+,C,training
"InChI=1S/C21H25ClO5/c1-19-5-3-11(24)7-14(19)15(22)8-12-13-4-6-21(27,17(26)10-23)20(13,2)9-16(25)18(12)19/h3,5,7-8,12-13,16,18,23,25,27H,4,6,9-10H2,1-2H3/t12-,13-,16-,18+,19-,20-,21-/m0/s1",Cloprednol,"(8S,9S,10R,11S,13S,14S,17R)-6-chloro-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-9,11,12,14,15,16-hexahydro-8H-cyclopenta[a]phenanthren-3-one",C[C@]12C=CC(=O)C=C1C(Cl)=C[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,5284535.0,R6:792,,,BBB+,C,training
"InChI=1S/C21H25ClO6/c1-2-27-15-6-3-12(4-7-15)9-14-10-13(5-8-16(14)22)21-20(26)19(25)18(24)17(11-23)28-21/h3-8,10,17-21,23-26H,2,9,11H2,1H3/t17-,18-,19+,20-,21+/m1/s1",Dapagliflozin,"(2S,3R,4R,5S,6R)-2-[4-chloro-3-[(4-ethoxyphenyl)methyl]phenyl]-6-(hydroxymethyl)oxane-3,4,5-triol",CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1,9887712.0,R23:495,,,BBB-,C,training
"InChI=1S/C21H25FN2O2/c1-26-21-7-3-2-5-19(21)24-15-13-23(14-16-24)12-4-6-20(25)17-8-10-18(22)11-9-17/h2-3,5,7-11H,4,6,12-16H2,1H3",Fluanisone,1-(4-fluorophenyl)-4-[4-(2-methoxyphenyl)piperazin-1-yl]butan-1-one,COc1ccccc1N1CCN(CCCC(=O)c2ccc(F)cc2)CC1,15139.0,R6:1156,,,BBB+,C,training
"InChI=1S/C21H25N/c1-21(2)19-13-7-5-10-17(19)16(12-9-15-22(3)4)18-11-6-8-14-20(18)21/h5-8,10-14H,9,15H2,1-4H3",Melitracen,"3-(10,10-dimethylanthracen-9-ylidene)-N,N-dimethylpropan-1-amine",CN(C)CCC=C1c2ccccc2C(C)(C)c2ccccc21,25382.0,R6:574|R14:287|R23:134,,,BBB+,C,test
"InChI=1S/C21H25N/c1-21(2,3)15-8-5-9-16-22(4)17-19-13-10-12-18-11-6-7-14-20(18)19/h5-7,9-14H,16-17H2,1-4H3/b9-5+",Terbinafine|91161-71-6,"(E)-N,6,6-trimethyl-N-(naphthalen-1-ylmethyl)hept-2-en-4-yn-1-amine",CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,1549008.0,R3:279|R4:32|R21:131|R23:966|R25:134|R26:408|R40:266|R41:251|R46:132|R47:234,0.09,B1,BBB+,A,training
"InChI=1S/C21H25N3O2/c1-14-24-18-11-16(19(25-2)12-20(18)26-14)13-23-17-9-6-10-22-21(17)15-7-4-3-5-8-15/h3-5,7-8,11-12,17,21-23H,6,9-10,13H2,1-2H3","190275-53-7|Pfizer Compound 19|N-[(6-Methoxy-2-Methyl-1,3-Benzoxazol-5-Yl)Methyl]-2-Phenylpiperidin-3-Amine","N-[(6-methoxy-2-methyl-1,3-benzoxazol-5-yl)methyl]-2-phenylpiperidin-3-amine",COc1cc2oc(C)nc2cc1CNC1CCCNC1c1ccccc1,22620080.0,R4:94|R25:545|R40:192|R46:456|R47:435,0.49,B,BBB+,A,training
"InChI=1S/C21H25N3O2S/c25-14-16-26-15-13-23-9-11-24(12-10-23)21-17-5-1-3-7-19(17)27-20-8-4-2-6-18(20)22-21/h1-8,25H,9-16H2",Quetiapine,"2-[2-(4-benzo[b][1,4]benzothiazepin-6-ylpiperazin-1-yl)ethoxy]ethanol",OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,5002.0,R6:1578|R14:217|R23:211|R25:514|R26:341|R34:75|R37:78|R46:431|R50:89,0.7,B,BBB+,A,training
"InChI=1S/C21H25N3OS/c1-14-24-18-11-16(19(25-2)12-20(18)26-14)13-23-17-9-6-10-22-21(17)15-7-4-3-5-8-15/h3-5,7-8,11-12,17,21-23H,6,9-10,13H2,1-2H3","163257-80-5|Pfizer Compound 17|N-[(6-Methoxy-2-Methyl-1,3-Benzothiazol-5-Yl)Methyl]-2-Phenylpiperidin-3-Amine","N-[(6-methoxy-2-methyl-1,3-benzothiazol-5-yl)methyl]-2-phenylpiperidin-3-amine",COc1cc2sc(C)nc2cc1CNC1CCCNC1c1ccccc1,22620050.0,R4:92|R25:543|R40:190|R46:454|R47:410,0.48,B,BBB+,A,training
"InChI=1S/C21H25N5O2/c1-15-8-9-16(13-24-15)12-17-14-25-21(26-20(17)27)23-10-4-3-6-18-19(28-2)7-5-11-22-18/h5,7-9,11,13-14H,3-4,6,10,12H2,1-2H3,(H2,23,25,26,27)","71351-79-6|Icotidine|B-039, Icotidine|Skf 93319|3",2-[4-(3-methoxypyridin-2-yl)butylamino]-5-[(6-methylpyridin-3-yl)methyl]-1H-pyrimidin-6-one,COc1cccnc1CCCCNc1ncc(Cc2ccc(C)nc2)c(=O)[nH]1,72108.0,R4:132|R5:56|R7:200|R12:91|R21:269|R25:2|R26:43|R28:23|R39:51|R40:128|R46:2|R47:272|R47:313|R48:38|R49:3|R49:155|R52:3,-1.95,B1,BBB-,A,training
